Date,Open,High,Low,Close,Volume
03-01-00,0.35430065668239,0.35238583444655286,0.34574591137191946,0.3480162942377183,0.05186681993773063
04-01-00,0.3480082042215952,0.34213024218230653,0.32740492329877263,0.32307789094539063,0.058821674642527674
05-01-00,0.3229819987901365,0.32324433150321513,0.31855481029846855,0.32428009383520034,0.06571346719326568
06-01-00,0.3241884343480989,0.32262755790825404,0.3250164781038139,0.3248789586420666,0.0663260709755535
07-01-00,0.32478940761437525,0.33593997817371435,0.32888364319713426,0.3418710703332228,0.07829887136761993
10-01-00,0.3418413444570196,0.34624508579701413,0.3471395178291024,0.34907997886454145,0.06384862920894833
11-01-00,0.3490756338269762,0.3436789620496658,0.34398039628004445,0.34057055682177706,0.05927211860009225
12-01-00,0.34053625214929184,0.336448707575971,0.340691251559428,0.33775043133773514,0.0557226202144834
13-01-00,0.337706197679532,0.3416710281391034,0.34300798440077196,0.3455403647557313,0.06074957478090406
14-01-00,0.3455235575854942,0.35013482935251933,0.3508185133881847,0.3524542868972461,0.06574950270987084
18-01-00,0.35246182198929,0.34660076215971114,0.35154444446716837,0.34798055987244497,0.06311890999769372
19-01-00,0.34797234404418886,0.3449080022771887,0.3503704064008275,0.3483202271796764,0.06592067141374539
20-01-00,0.3483132072385755,0.34685284636757874,0.345826594827421,0.3437034531970653,0.067082816824262
21-01-00,0.34368017870162076,0.3412118694706254,0.34630156000327944,0.3418219147989421,0.07691150397832103
24-01-00,0.3417920158578875,0.3416215127800499,0.32650422377311483,0.3240208967824908,0.06844315757610701
25-01-00,0.32392832472470806,0.32369002600982355,0.3233988181529524,0.3278197624689062,0.06465041945341328
26-01-00,0.3277405653064457,0.32300120494501877,0.32862824641211796,0.32516499758586553,0.06857829076337639
27-01-00,0.32507645363271886,0.325760939441309,0.31555694587420197,0.322693541826881,0.06967737401983395
28-01-00,0.32259629647052646,0.31662189207440816,0.30892942605501694,0.30553159625864645,0.0666413817458487
31-01-00,0.30537392780643935,0.3147850363517964,0.3062139263904796,0.3208611039912175,0.057452325011531365
01-02-00,0.3207574070605616,0.3228931612025154,0.32174084425697325,0.3274845684377519,0.05629918848016605
02-02-00,0.3274041911374688,0.3265487912242207,0.3301204229633099,0.3274130451823096,0.06148830287130996
03-02-00,0.32733241606579144,0.3288763503002962,0.3278933446793544,0.33449680164782813,0.0712088834755535
04-02-00,0.3344411127395288,0.3334368888718132,0.3378009834482166,0.3342286571491137,0.06207388001614391
07-02-00,0.33417202416832076,0.3294931234450563,0.33452978048326687,0.33417055461575346,0.05063260349400369
08-02-00,0.33411371706987036,0.3361020437874695,0.3394186429509712,0.3419828016769409,0.06230811087407749
09-02-00,0.34195346918001185,0.3373266324273184,0.33377699121578197,0.32857056670776635,0.06256035949031365
10-02-00,0.3284895234731206,0.3272195866904335,0.33143788618498715,0.3308588223924862,0.06330809645987084
11-02-00,0.3307903250314167,0.32484701831730184,0.3190970022769982,0.31758068693511676,0.06032615746079336
14-02-00,0.3174654404424705,0.31498766012513474,0.3198319040097618,0.3188409923582867,0.05146142037592251
15-02-00,0.3187301830988833,0.320745693788988,0.3179139931087705,0.32425330691593196,0.06630805321725092
16-02-00,0.3241615531185098,0.31931859167505017,0.32209481158410547,0.3178265177906399,0.05970454479935424
