label,prediction
0.6431032462732983,0.6420766921541755
0.6423792839255276,0.6406788395924546
0.6409848244656569,0.6441801948401032
0.6381960145957067,0.6492409948150194
0.6439568348567969,0.6362146001566122
0.6396619427861241,0.647035752907873
0.6355278830685545,0.6357775161563752
0.6366496702287379,0.6315659325117337
0.6233402196042019,0.6431416266150628
0.6269915650567301,0.6203275716734264
0.6112285526713689,0.6236033820373565
0.6094765855371524,0.6152126646177137
0.6209670194950324,0.6086029162221881
0.6153580841410404,0.6161799168941289
0.627778157738834,0.6207571572697603
0.6246899427278987,0.6279762044590403
0.6359613877213448,0.6249065792531303
0.6313893500749076,0.6343972409106026
0.6398049897439341,0.6289594268951382
0.6381602257055378,0.6355968922891588
0.6323859847223655,0.6366860829626412
0.6187771289568443,0.6354951664219312
0.6165871289219395,0.6183767920843465
0.6187637082347622,0.6231645705654197
0.630035152781283,0.620523313129682
0.6218340288006131,0.6263029186757548
0.6181692621790774,0.631671893092047
0.6214184185929073,0.6099307235392467
0.6275234889340229,0.6228491554123338
0.6256061616457305,0.6249827976442512
0.6280954573249038,0.6208833978307906
0.6322429382114809,0.6324956336281901
0.6371055430496152,0.631876599802684
0.6328015949300714,0.6377542069401406
0.6343256801787447,0.6358086193320664
0.639147913353916,0.6294512323445123
0.6384150035601405,0.6398604522561826
0.6277736844627569,0.6342543136873162
0.6363635767600433,0.6316726866370155
0.6349737000729664,0.6361533096115954
0.6397423589626756,0.6383638635649198
0.6419635651149557,0.6412433801241094
0.6440909339216767,0.6393729860342214
0.6401713898924636,0.6457857066378201
0.6427814734111513,0.6422655621684329
0.6392463330253436,0.6395544785694476
0.6297089061961336,0.6374090769213537
0.6398898791965628,0.6315098977602697
0.6426607946214283,0.6326579878248473
0.6314742395275362,0.644522341734313
0.6273133379188771,0.632579302121565
0.6308217459103121,0.6276153122609814
0.6433803927429134,0.6365864045995383
0.63856699751703,0.6365834598970858
0.6357916083691623,0.6390042950709699
0.6355055149004675,0.6398214977088313
0.6456150196172753,0.6310466120758447
0.6463434552411231,0.6453431102766648
0.6492350494557118,0.6441669418807056
0.6486228184516591,0.651435831995646
0.6477379151479192,0.6463520238532027
0.6499591208532739,0.6481667455107414
0.6478317520465529,0.6484670965775049
0.6380619150839018,0.6482892663353957
0.6466786492722775,0.6451152480327895
0.6454764463824678,0.6406819803662792
0.6394875811080729,0.6458310800905225
0.6414272761175268,0.6445632047965596
0.6404753778062428,0.6364416395356002
0.6424731208241612,0.6426048023951045
0.6343256801787447,0.6439668283708572
0.632980430331125,0.6340246905758182
0.6269245696022607,0.6328613585910808
0.6273133379188771,0.6261572130881173
0.6385088404587741,0.6279842471148921
0.6401446570511655,0.6368709037282984
0.6335525077717976,0.6398183187271481
0.6292261919310922,0.6329778822146671
0.6345267746980939,0.6320572277312835
0.6363814712051278,0.6349885405916528
0.6456775409018171,0.6332496232891982
0.6406496304345025,0.6465724201440678
0.646397139023302,0.6387556335841427
0.6470004225813497,0.6481287230477079
0.6400195049853654,0.6475209968700529
0.6372172743933333,0.6394094354716154
0.6368507647480871,0.6362917497712404
0.6172530437081709,0.6410339488801486
0.6196978211507532,0.6205936546498114
0.626093240583983,0.6149263495003243
0.6258072561650797,0.626928766963129
0.6222229061670209,0.6285995669596345
0.6278452622430949,0.6213252584749317
0.6123548135545548,0.6256930037290053
0.6144240802748409,0.6172586173634236
0.6257357874345333,0.6108644830402146
0.6360061240575187,0.6220299089562683
0.6401848106145456,0.63648215343862
0.63949205438415,0.6357475408376396
0.6470406851945212,0.6411932596825731
0.6480908945743666,0.651376219680999
0.6488239129710084,0.6407844515849003
0.6447702694299902,0.6505833166068942
0.6425088006645387,0.6451485969371771
0.63714569616607,0.6438440231449027
0.6270898752314409,0.638677048344251
0.621722297456895,0.6322519253515877
0.6331681041283923,0.622697817914938
0.6400150312623629,0.6312455306484676
0.6400417641036608,0.641291750609295
0.637901083177724,0.6337315611189795
0.6353088941041207,0.6391049369440763
0.6331994192955588,0.6344369310995425
0.6361133816782344,0.6288320156779589
0.6288374236144758,0.6371269590189175
0.6261603446413185,0.6316180128644795
0.6380529680848221,0.6242762050065137
0.6290653595779891,0.6388952171078246
0.6299502633286543,0.630925124277603
0.6287613721111353,0.6294243500483355
0.6324038791674501,0.6269972101961908
0.6372753219548726,0.6371844968231031
0.6348082853939947,0.6315528419722156
0.6270720898361478,0.6350484197220214
0.6074609476272242,0.6297817066585085
0.5784823219628858,0.6129111624480849
0.5437651347088275,0.5837465841695529
0.5323238558383031,0.5505836264740642
0.5649047268396356,0.5371797765804518
0.5859772689910782,0.5559842366168228
0.5865180312645841,0.5835518060274903
0.5790588731265609,0.5831409504779397
0.5529896811500746,0.5770222253585504
0.5686365425466856,0.5568966598462335
0.5696510720861535,0.5598672036524448
0.5562835189282572,0.5704757904234306
0.5778208808996569,0.5652390482419817
0.5655885356240261,0.5716782730508592
0.5701695207164682,0.5760111315121904
0.5740845914696042,0.5718559037660247
0.57050024102462,0.5670717313166407
0.5817001627626238,0.5731260139893221
0.5893962592819864,0.5750556975470984
0.587112422348448,0.5859045040881496
0.5727348678989821,0.589649720892819
0.5767303548286695,0.5770005038936702
0.5659013614870934,0.5788343497150265
0.5641226074336089,0.573870707399154
0.5612086450509332,0.5696883269910746
0.5608064014873391,0.5529930996287511
0.5386523347888843,0.5644658461292027
0.5396891775246181,0.5350393175939344
0.5557517036538309,0.5267664933692272
0.5574455137297911,0.5607222255425798
0.5697538559838666,0.5519211353528335
0.5857046512162866,0.5718335866923365
0.5825180710588196,0.5937089438163096
0.5896286144436064,0.5780453486655547
0.5974945448400474,0.585947019878547
0.5981470384572715,0.5993122871469353
0.5992956125367234,0.5923045545836284
0.5931414411862229,0.5989167137726154
0.588918018293022,0.5927487047697335
0.6021559456621157,0.5897428573347188
0.6062900053796855,0.5986043822491619
0.6065358362352086,0.6047258957477186
0.6052442156448721,0.6044613838187419
0.599957053153027,0.6050502695072192
0.6149603688253443,0.6118212173461564
0.6250787110445151,0.6161736652770552
0.6233044307140329,0.6124338151999676
0.6209401780508683,0.6228963976604928
0.631872064339949,0.611519134474845
0.6314518713594492,0.6255925587579971
0.6269603584924297,0.6374287031605865
0.6379949200763575,0.6269065773689031
0.6405602672588714,0.6411683729336122
0.6372172743933333,0.6376490934445805
0.6361535352416144,0.6360377042096746
0.6358272882095397,0.6330616040940885
0.6266117437391934,0.6424773636181237
0.6280150415952775,0.6332688361105444
0.6250117160369709,0.6249754095063635
0.6120374594435892,0.6267581400141136
0.6017894909886906,0.6153434750315628
0.6152642472424068,0.5994256263017205
0.6140352024615077,0.6123587767819402
0.6288463706135554,0.6125759640301907
0.627800525906921,0.6258204214891306
0.6313446137387336,0.6265094722598358
0.630191620461175,0.629263506754103
0.6313311930166516,0.6278226370806917
0.6312106232767202,0.6344209083984901
0.631764806272308,0.629822700837368
0.6274295429855977,0.6333385969856478
0.6373602118544264,0.6350576833672137
0.6270273539468992,0.6301397042909463
0.6136688023129784,0.631534858390436
0.6324708741749943,0.6157687086084139
0.6259368819538823,0.6303686867415944
0.6199123368391098,0.6273608777924601
0.6127748970383378,0.6217363556248404
0.614835216312619,0.6119073817202901
0.5970207775740856,0.6201433948236712
0.6012978292776443,0.6005402528701844
0.6108933586402145,0.6004526484081211
0.6241491804543927,0.6067852309055666
0.6102140235788264,0.622202265880642
0.5939727706514261,0.6120065075515725
0.6009447953263011,0.5942869091896592
0.6089089818194825,0.6012227584458686
0.6202251627021771,0.6052636358567013
0.6187502870657549,0.622246401395543
0.6167435966018315,0.6141487762596565
0.6265134331175574,0.623321033300512
0.6198095524944713,0.6298361853058712
0.611130187524837,0.6202801853860982
0.5971504033628882,0.6087818769557747
0.598960418505569,0.6032718611402793
0.5871392642395376,0.5929652045936534
0.5660577746420897,0.5902571243102159
0.5566455544035757,0.5732252359704109
0.5573785187222471,0.5581321046534754
0.5640868730683354,0.557512951095268
0.5424556737513769,0.5637846704847325
0.5565606104260512,0.5428864468506727
0.538008733645844,0.5563183883367621
0.5384556590207165,0.5405545228894679
0.5286233007735236,0.5371862080172389
0.5329406150902537,0.5231633920922629
0.5498835712471292,0.535180200479587
0.5365562261775088,0.5479581164349095
0.5484221167797144,0.5367415639443567
0.539179675893383,0.5526892816500951
0.5438321842412674,0.5372365543102094
0.5647840480499123,0.5490004569642803
0.5643996989314027,0.548364203629866
0.548153972281,0.5722263355780903
0.5523997633422878,0.553133759989807
0.553704750576736,0.5493798986658899
0.5378836361049397,0.5579034215259748
0.5259909036116447,0.5412880456444437
0.5254411943390591,0.5278244153651346
0.5252847811840627,0.5216734519772711
0.5151038081836334,0.5262824885531049
0.5310590766921307,0.5180187880771372
0.5448243456126481,0.5269991864037257
0.5587862898544084,0.5415226992280046
0.5547684352035591,0.5468453032179091
0.554746121560368,0.5579042605646005
0.567134879990995,0.55829274143622
0.5563058870963442,0.5609877581196758
0.5601181735048416,0.5654275328982107
0.5699057954158605,0.5548292878799136
0.568274561596263,0.5682664182594309
0.5612041713279308,0.5705910536990978
0.5818163678293444,0.5581914114165132
0.5854364521926765,0.5799076931263183
0.5885426161735919,0.5908255879889684
0.5914878391985383,0.5807150426776908
0.5922789060505701,0.586420176436204
0.5822230851159411,0.5985453278209844
0.5866923388646651,0.5843520439966218
0.5868308571276515,0.5819934356561838
0.6014095606213623,0.5880176979656488
0.6002699339879154,0.5994834744210229
0.5986118582772284,0.5928972826382429
0.6036576086647317,0.5984674571600948
0.6096329986921488,0.5992938840038806
0.6136509078678937,0.6032573074752958
0.6145537060636435,0.6224535081941871
0.6137492184895298,0.6072966149958855
0.6078989260030171,0.6180136679432443
0.6075547845258579,0.6123316300442407
0.6080509199599067,0.6070741701131865
0.6160776822625254,0.6140259871635274
0.6200731687452876,0.6120114833666331
0.6181916303471644,0.6138720783832945
0.6240195546655901,0.6221970759781177
0.6210474356715837,0.6174495374781934
0.6116799517692438,0.616035960191108
0.6212843190811022,0.6173461556189427
0.610222970577906,0.6218989599944916
0.6127659500392583,0.6125196953562245
0.6102587049431791,0.6121241003775872
0.6190765340978296,0.6156010357186507
0.6283278674583449,0.6196014881949481
0.6284888084143141,0.622121751340236
0.6275725894964823,0.6246998884118901
0.6336552921164361,0.6279086263866857
0.6365424126080222,0.6296324357689913
0.6372574275097881,0.6358031398254476
0.6323770372763606,0.639546435850378
0.6324217736125346,0.6410102249362937
0.6307279090116785,0.6273318662244266
0.6324753478979966,0.6388591337205374
0.6340172185419631,0.6310709531562634
0.6253737519592146,0.631721509387748
0.620676561800052,0.6286288418886185
0.627885415806475,0.6186229467651397
0.619814026217474,0.6249907443773982
0.6143391903752871,0.6231782869782431
0.6141200923610615,0.6127921604706427
0.6170295810207348,0.6194772035048741
0.617722336804205,0.6212184639425387
0.6292082974860077,0.6140220593829069
0.6203011051557262,0.6266170263362331
0.6201447465256256,0.6222681531351694
0.6123234979404629,0.6162587791365655
0.6212843190811022,0.6118564172194422
0.6125916424391773,0.6231938679028012
0.6127793707613401,0.6127407222866061
0.6093872223615214,0.61410062240423
0.6148754789257904,0.6121986171029292
0.6129626253605006,0.6161837766066152
0.6254854833029327,0.6140495022662138
0.6319569537925777,0.6255101881776188
0.6317603329962309,0.628109696081061
0.635764766924998,0.6295961452475732
0.6348217061160768,0.6336883351332111
0.6358854452677957,0.6302358245059262
0.6385356823498636,0.6419286347063313
0.6357959730423729,0.6357484721998266
0.6403903788568973,0.637869360150849
0.6416060029157141,0.6408923927675855
0.6447301158666103,0.6423775725728244
0.6431032462732983,0.646215609156797
0.6344284640764579,0.6395384178484383
0.62682625942755,0.6359823893341304
0.6251547625478556,0.6286807929830139
0.6234474772249176,0.6242108635973953
0.6263480184385857,0.6264426359178709
0.6233223251591173,0.6275624873920872
0.6286988503796682,0.623192120728264
0.6312239349490106,0.62807020024759
0.6296820643050441,0.6303436640545245
0.6421379267930069,0.628037815004641
0.6082118063909802,0.6347623779767788
0.5917336700540615,0.6169251366859967
0.6076218345052231,0.5911837218120909
0.6231212306397681,0.604803264444526
0.6356754033024415,0.6261804783635425
0.6375032583653112,0.6329259101503072
0.6310675767658354,0.636264598417977
0.6360641716190579,0.6379970116354959
0.6352462633228623,0.6296130109536459
0.6495478753187791,0.6327046899608161
0.6527925580096064,0.6433019240271369
0.6594874916336129,0.652202803314834
0.6596171174224155,0.6579150991027362
0.6646763430568965,0.6650263478576178
0.6637780185841493,0.6663445115742576
0.6660796409129808,0.6636753966862018
0.6646897637789786,0.6666244894313674
0.6688193502204711,0.6588488796467941
0.6653109422290361,0.6665407040609644
0.6697176742462931,0.6730002779401832
0.6667902911415355,0.6622854519178328
0.6671031174515282,0.6726323459146453
0.6659411767279647,0.667790785972707
0.6674964685409385,0.6640961772257857
0.6690786017980764,0.6720864478035418
0.6678450832941748,0.666753057627188
0.6616730174985899,0.6650997019380865
0.6646942375019811,0.6618879616398642
0.6648998057443327,0.6608751354131074
0.6732216085147259,0.6666507157137032
0.6723365961611943,0.671186931917756
0.6727165260815973,0.674203211162777
0.6699232424886448,0.6734801654547362
0.6745265957491738,0.6679794217765975
0.6737489500661497,0.6779100178924454
0.6764751291548412,0.6728238934263872
0.6711120246563724,0.6736097200302364
0.6729310417699539,0.6713525453555486
0.6750763054686848,0.6732273693052391
0.6736685338895982,0.6762859007621788
0.6731187155672211,0.6679729079919843
0.675022621686506,0.6729527006727576
0.6699008743205578,0.6801045020452423
0.668573519364948,0.6689074494871614
0.6670405957200611,0.6737855409505557
0.6721086597507555,0.6663035973549174
0.6702048622343372,0.6680349762195488
0.6678941838566345,0.6688356225361749
0.6678540302932544,0.6649730789762193
0.6719299329525682,0.6733204347634214
0.6748349478892387,0.6759263164627372
0.6746919013783541,0.6722897455281918
0.6725199052852505,0.6750442358641819
0.6486138714525795,0.6696123227633128
0.6625713419713372,0.6535995185224143
0.6482607829763407,0.6622519778860929
0.6477021262577503,0.6515347497203478
0.6573065480945044,0.6509351066885779
0.6536864087593512,0.6529609077135445
0.6536686233640583,0.6573346156044934
0.6539546077829613,0.6532473202070662
0.664394832360996,0.6492265531214186
0.6706785204505074,0.6666988825035071
0.6650964265406796,0.663291795233016
0.6567881539890853,0.6688438937290199
0.6629690577339585,0.6565606688177236
0.6680819667036932,0.6645999078597739
0.6590360925357378,0.6655258618493768
0.6666964546898273,0.6631052233275135
0.6635366614516286,0.6654054695514219
0.6587501081168348,0.6627887280567585
0.662879694111402,0.663486195012252
0.6633445143782842,0.6566623425091227
0.6602026155851701,0.6632669617377694
0.664636080443725,0.6662865674487006
0.6526004104893368,0.6575765529124263
0.6536953562053561,0.6601984192206231
0.650732293260221,0.6553803512993753
0.6509244403335653,0.6467503861921322
0.6480283728428996,0.6523436839327503
0.6538831390524147,0.6465120255191517
0.6559791926919692,0.6506049501880009
0.654660784735439,0.6560862892603782
0.654580259509096,0.6548596730142229
0.6591255647611606,0.6513565278584507
0.6554741102588408,0.6632684717750204
0.6538070875490742,0.6556871869515232
0.6509512822246547,0.6521942976364792
0.6479881102297281,0.6556834464511512
0.6478719051630075,0.6469198666042679
0.6414228028414496,0.6477106406123001
0.6352641577679468,0.6436955127220447
0.631116677328295,0.6329694416061801
0.6295613859622465,0.6301837368544311
0.6502719471632665,0.6339107764050907
0.6538652446073302,0.6403588210791301
0.6644573540924628,0.654763928011741
0.6663433657666631,0.6694567132081792
0.6649891689199638,0.6589421729341265
0.6648774375762457,0.6666109067924966
0.6721131334737582,0.6620124966623568
0.6705712623828665,0.6708989266044334
0.6751210413579336,0.6723514551203601
0.6727879948121439,0.6709465838440856
0.6800639533228279,0.6766949789915624
0.6821913221295489,0.6802457247753929
0.682986862704583,0.6818873663703409
0.6868438854492543,0.6822899573480528
0.6816460865799657,0.6882652322504095
0.6829600208134935,0.6822967637170568
0.68034557306852,0.679311475110822
0.6768908484123385,0.6834948116326253
0.6772796167289549,0.6766790550225442
0.6829823889815805,0.6773087417452596
0.686343276292203,0.6840168776567533
0.6993577959456816,0.6792946189745706
0.7015208445927802,0.6983449504575564
0.707482868423011,0.6995568993344442
0.7063342398186634,0.7010909428789165
0.7129308628210338,0.7096162277710305
0.7046895848300585,0.7117662031267834
0.708600181860192,0.707898832182847
0.7068303748057869,0.7090450748162764
0.7088236445476283,0.7085064042132962
0.7125018318912459,0.7102813244956311
0.7100079534392787,0.7101350505393181
0.7081219413181531,0.7093724335064597
0.7093867749892212,0.7099694457037633
0.7116615554269631,0.7020093996800775
0.7031878677494722,0.7159355969896001
